,time,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,flow_11,flow_12,flow_13,flow_14,flow_15,flow_16,flow_17,flow_18,flow_19,flow_20,train or test
1158,2022-02-18 07:00:00,39.0,20.0,64.9,49.8,6.5,88.2,16.0,2.4,7.8,3.244,5.2,3.868,2.4,3.1,2.4,4.9,10.4,6.92,3.148,2.3,train
1159,2022-02-18 08:00:00,50.2,22.9,110.4,57.6,7.3,111.5,20.4,2.9,9.6,3.704,6.2,5.342,2.5,3.2,2.9,6.4,11.7,7.636,4.114,2.8,train
1160,2022-02-18 09:00:00,50.7,24.0,104.4,54.8,6.5,98.9,19.1,2.7,8.5,2.838,6.7,4.264,2.2,3.1,2.5,5.1,10.1,6.42,3.404,3.4,train
1161,2022-02-18 10:00:00,49.7,23.7,79.3,54.2,8.3,99.6,18.5,2.4,7.2,3.248,6.5,3.552,2.4,2.8,2.1,5.5,10.3,5.572,3.098,3.9,train
1162,2022-02-18 11:00:00,50.2,22.1,100.1,49.5,6.4,96.6,18.1,2.3,9.1,3.488,6.4,4.342,2.2,3.1,1.9,5.1,9.4,6.296,3.1,4.3,train
1163,2022-02-18 12:00:00,47.7,23.0,75.5,49.9,6.8,94.0,18.6,2.4,7.1,2.4,6.5,3.81,2.1,3.0,2.4,5.0,8.5,6.736,3.332,4.7,train
1164,2022-02-18 13:00:00,40.5,18.8,70.1,44.0,5.2,80.9,12.7,2.2,6.4,2.236,5.0,3.448,2.2,2.4,1.6,3.9,7.9,5.656,2.498,3.7,train
1165,2022-02-18 14:00:00,32.3,13.7,57.0,24.2,3.6,64.9,8.2,1.4,4.0,1.3,2.9,3.104,1.2,1.8,1.2,3.0,6.2,3.36,1.994,3.9,train
1166,2022-02-18 15:00:00,32.5,16.2,55.6,24.9,3.4,60.9,8.2,1.2,3.3,1.348,3.0,1.964,1.1,1.4,1.0,2.6,4.0,3.536,1.791,3.0,train
1167,2022-02-18 16:00:00,35.4,14.0,58.4,30.9,3.3,64.2,11.1,1.6,5.3,1.834,3.9,2.406,1.3,1.4,1.1,2.7,5.0,3.96,1.896,2.9,train
1168,2022-02-18 17:00:00,44.1,19.8,67.8,45.6,4.7,81.9,14.4,2.2,7.1,2.37,5.4,2.67,1.7,2.1,1.6,4.2,7.6,6.056,2.336,3.7,train
1169,2022-02-18 18:00:00,51.1,22.2,79.6,59.6,6.0,94.0,18.8,2.4,9.1,2.764,7.1,3.16,2.7,3.3,2.1,6.3,10.6,6.668,3.1,3.1,train
1170,2022-02-18 19:00:00,60.1,25.3,87.9,70.8,7.1,110.5,20.9,2.8,9.4,3.364,8.2,3.832,2.6,3.9,3.1,6.8,12.4,8.828,3.962,2.6,train
1171,2022-02-18 20:00:00,69.1,31.3,99.9,63.1,9.1,129.9,25.8,3.8,10.9,4.72,9.6,5.768,3.9,4.4,3.6,8.3,13.9,10.448,5.042,3.2,train
1172,2022-02-18 21:00:00,72.7,42.6,127.5,82.5,10.9,168.0,36.9,4.9,15.5,6.236,13.8,8.94,4.0,7.9,5.5,11.0,19.2,13.24,6.602,3.3,train
1173,2022-02-18 22:00:00,73.1,48.0,132.5,84.2,11.8,171.6,41.6,4.7,18.4,8.296,15.4,9.232,5.1,9.0,5.9,11.6,20.3,17.484,7.574,4.1,train
1174,2022-02-18 23:00:00,61.5,40.4,110.5,100.3,8.2,128.6,29.1,4.3,12.7,7.152,11.4,6.078,4.6,6.6,3.7,9.6,18.3,13.236,7.476,4.2,train
1175,2022-02-19 00:00:00,40.3,20.4,72.0,59.7,4.1,73.8,15.6,1.8,5.1,3.984,6.6,3.742,2.7,3.8,2.8,5.5,8.6,6.76,4.774,2.1,train
1176,2022-02-19 01:00:00,25.3,10.1,42.0,24.8,2.7,39.1,6.8,0.4,2.6,1.588,3.3,1.158,1.2,0.9,1.4,2.4,4.4,3.708,2.806,1.1,train
1177,2022-02-19 02:00:00,20.0,5.6,31.6,16.4,1.6,25.9,3.5,0.2,1.6,0.416,2.1,0.647,0.6,0.4,0.3,1.4,2.2,1.468,2.466,0.6,train
1178,2022-02-19 03:00:00,16.0,3.4,27.5,13.2,1.3,20.6,2.3,0.5,1.5,0.235,1.0,0.361,0.5,0.3,0.3,0.7,1.2,1.194,2.574,0.1,train
1179,2022-02-19 04:00:00,14.9,3.0,24.6,11.6,0.8,18.4,1.8,0.1,1.1,0.14,0.5,0.285,0.4,0.4,0.2,0.6,0.8,0.8,2.468,0.3,train
1180,2022-02-19 05:00:00,16.0,2.4,24.6,12.6,1.0,19.2,1.9,0.3,0.7,0.195,0.8,0.191,0.2,0.3,0.2,0.4,1.5,0.829,2.386,0.2,train
1181,2022-02-19 06:00:00,21.9,5.2,30.3,16.6,1.4,28.0,2.9,0.7,2.0,0.572,1.8,0.559,0.6,0.7,0.8,1.1,2.1,1.3,2.228,1.0,train
1182,2022-02-19 07:00:00,34.9,13.8,48.1,36.0,4.1,59.6,9.2,1.2,5.9,1.524,3.7,2.32,1.6,1.9,1.3,3.0,5.9,4.124,1.97,1.4,train
1183,2022-02-19 08:00:00,43.7,20.5,69.6,50.0,6.0,93.2,15.6,2.1,7.6,2.998,4.6,3.864,1.8,3.0,2.8,5.7,10.6,6.436,3.13,2.2,train
1184,2022-02-19 09:00:00,21.3,25.5,85.7,57.2,7.4,117.7,22.2,3.1,9.9,4.03,7.1,5.408,2.4,4.9,2.8,6.1,11.7,7.388,3.512,3.2,train
1185,2022-02-19 10:00:00,85.1,27.2,87.9,59.2,8.7,115.5,22.0,3.2,10.4,4.612,7.1,3.916,2.5,3.9,2.3,6.4,11.3,8.248,4.17,3.0,train
1186,2022-02-19 11:00:00,18.5,26.6,85.7,54.3,7.4,111.0,19.9,3.0,9.3,4.432,7.4,4.12,3.1,4.0,1.8,6.9,11.1,8.372,3.998,3.8,train
1187,2022-02-19 12:00:00,84.8,23.3,78.1,51.9,6.8,102.5,19.3,2.3,9.5,3.594,6.4,4.048,2.4,4.0,2.6,6.7,10.5,6.976,4.29,2.9,train
1188,2022-02-19 13:00:00,15.7,19.5,71.6,46.4,5.5,90.3,16.3,2.0,7.8,2.918,5.7,2.696,1.9,3.4,1.7,5.4,7.9,7.06,3.662,2.9,train
1189,2022-02-19 14:00:00,13.7,14.4,57.2,28.1,3.5,65.4,10.6,1.8,5.3,1.748,4.2,2.298,2.0,1.8,1.5,3.2,5.6,4.54,2.474,2.3,train
1190,2022-02-19 15:00:00,69.6,12.8,54.8,29.1,3.5,59.1,9.8,1.0,3.8,1.682,3.5,1.822,2.1,2.1,1.4,3.1,6.0,3.376,2.756,2.1,train
1191,2022-02-19 16:00:00,14.7,13.9,58.2,34.6,4.0,67.2,11.2,1.5,5.5,1.576,4.0,2.556,2.2,1.9,1.5,3.7,7.8,4.596,2.092,2.3,train
1192,2022-02-19 17:00:00,32.5,19.9,74.1,52.4,5.2,87.9,16.1,2.0,8.6,2.878,6.0,2.732,2.6,2.7,2.0,6.2,8.7,6.52,3.204,2.1,train
1193,2022-02-19 18:00:00,73.0,23.4,82.5,63.0,6.7,100.8,18.0,3.5,9.4,2.722,7.6,4.018,2.7,4.1,2.6,7.2,10.4,7.644,3.784,2.3,train
1194,2022-02-19 19:00:00,37.6,27.2,91.2,70.2,7.9,116.2,22.2,3.8,10.3,3.454,9.0,3.852,3.8,4.2,2.9,7.7,10.9,8.684,3.52,2.9,train
1195,2022-02-19 20:00:00,85.4,32.3,103.0,64.4,8.7,136.8,24.8,3.5,11.6,4.802,10.5,6.338,4.2,4.7,4.1,8.4,15.0,11.948,4.5,2.7,train
1196,2022-02-19 21:00:00,96.0,39.0,120.6,81.2,9.3,143.1,27.3,4.2,13.7,6.13,11.5,8.122,3.7,6.6,3.7,8.8,18.9,12.948,5.652,3.2,train
1197,2022-02-19 22:00:00,32.7,45.2,121.8,83.7,9.4,159.1,32.6,4.4,13.0,6.648,12.1,8.698,4.5,7.3,3.9,9.3,16.9,13.82,5.61,4.3,train
1198,2022-02-19 23:00:00,91.3,32.4,98.4,86.0,7.0,104.5,24.3,2.4,10.2,4.76,8.2,5.56,3.6,5.8,3.1,7.3,14.3,11.016,3.834,2.7,train
1199,2022-02-20 00:00:00,15.8,18.1,62.2,39.8,4.6,59.9,12.9,1.2,6.3,2.128,5.1,3.168,2.0,2.6,1.9,4.3,7.5,5.06,3.312,1.7,train
1200,2022-02-20 01:00:00,11.4,8.4,40.6,22.7,2.4,33.0,5.5,0.8,3.1,1.732,3.0,1.278,1.1,1.5,1.1,2.5,4.7,2.792,1.205,0.4,train
1201,2022-02-20 02:00:00,9.6,4.0,30.7,15.6,1.6,23.4,3.4,0.3,1.6,0.538,1.4,0.736,0.8,0.3,0.4,1.0,2.5,1.149,0.339,0.5,train
1202,2022-02-20 03:00:00,8.8,3.5,27.3,12.3,0.9,19.4,1.9,0.2,1.4,0.234,0.8,0.291,0.3,0.1,0.4,0.5,0.8,1.668,0.29,0.3,train
1203,2022-02-20 04:00:00,8.6,3.1,24.4,11.7,0.9,16.9,1.7,0.2,1.2,0.195,0.8,0.282,0.2,0.1,0.1,0.8,1.0,1.443,0.22,0.2,train
1204,2022-02-20 05:00:00,67.5,3.0,24.9,12.4,0.8,18.5,1.4,0.2,0.9,0.215,0.7,0.324,0.3,0.2,0.1,0.3,1.3,0.956,0.412,0.3,train
1205,2022-02-20 06:00:00,8.1,4.7,27.7,14.9,1.1,25.9,2.2,0.4,1.6,0.413,1.3,0.413,0.7,0.5,0.4,1.1,1.6,1.353,0.622,1.2,train
1206,2022-02-20 07:00:00,11.4,10.9,43.0,29.3,2.4,49.3,6.5,1.2,4.8,1.168,3.0,1.786,1.2,1.4,1.2,2.0,4.3,3.264,1.315,1.7,train
1207,2022-02-20 08:00:00,21.8,17.4,63.6,43.8,4.4,79.3,13.6,1.8,6.8,1.984,4.2,2.392,1.5,2.4,2.0,3.9,7.3,4.464,2.112,1.5,train
1208,2022-02-20 09:00:00,96.0,22.1,76.1,54.3,6.8,97.0,19.3,3.0,9.4,2.988,6.7,3.572,2.3,3.1,2.6,5.3,10.6,7.3,3.67,1.8,train
1209,2022-02-20 10:00:00,49.0,25.3,83.7,60.0,8.6,108.4,20.3,3.6,9.6,3.074,6.6,4.77,2.0,3.4,3.0,6.0,12.2,7.24,3.766,2.2,train
1210,2022-02-20 11:00:00,50.4,27.7,87.7,57.0,7.4,108.4,19.9,2.8,9.5,3.972,7.1,4.58,2.5,4.1,2.9,6.5,12.8,8.776,4.026,2.9,train
1211,2022-02-20 12:00:00,47.7,24.7,85.5,55.7,6.8,105.3,18.6,2.9,10.0,3.584,7.6,4.44,3.4,4.4,2.8,6.9,11.1,7.668,3.89,3.0,train
1212,2022-02-20 13:00:00,40.7,21.6,74.7,49.0,5.7,92.7,15.4,1.6,8.1,2.79,6.0,3.456,2.1,3.4,2.0,4.6,10.0,6.664,2.846,2.3,train
1213,2022-02-20 14:00:00,32.2,16.7,60.7,26.3,4.1,70.3,11.0,1.4,5.6,2.032,5.1,2.358,2.0,2.8,2.0,3.6,7.8,4.504,2.408,1.7,train
1214,2022-02-20 15:00:00,28.6,13.1,54.0,28.5,4.3,60.9,11.4,1.6,5.1,1.674,3.8,1.786,2.2,1.7,2.0,4.1,6.6,4.08,2.178,1.4,train
1215,2022-02-20 16:00:00,34.1,15.7,62.0,35.5,4.5,70.7,12.9,1.6,5.6,1.898,4.5,2.362,1.8,2.5,2.0,3.8,7.3,5.244,2.594,1.6,train
1216,2022-02-20 17:00:00,48.7,21.1,79.7,56.2,6.5,92.1,16.2,2.5,8.6,2.962,7.2,3.462,2.7,3.1,2.2,6.2,10.8,7.3,3.158,1.9,train
1217,2022-02-20 18:00:00,51.0,24.2,85.3,67.0,7.6,105.3,20.8,3.1,10.0,3.694,9.1,4.236,2.9,3.7,2.7,6.7,11.9,9.184,4.284,2.6,train
1218,2022-02-20 19:00:00,64.0,33.6,99.3,81.1,8.6,128.6,25.4,3.5,12.1,4.816,10.3,4.91,3.9,5.8,3.9,7.4,15.1,11.42,4.946,3.0,train
1219,2022-02-20 20:00:00,69.3,40.8,110.9,70.9,10.3,146.6,29.0,3.6,13.5,5.734,11.5,6.458,4.4,6.0,4.5,10.3,15.9,12.156,5.928,3.3,train
1220,2022-02-20 21:00:00,72.3,49.0,133.5,86.1,10.6,175.4,38.9,4.6,16.9,7.178,14.3,9.348,5.6,8.1,4.7,11.3,22.1,15.52,7.386,3.9,train
1221,2022-02-20 22:00:00,72.5,49.5,139.5,83.6,11.1,163.7,37.3,4.5,15.9,7.456,14.3,9.854,5.1,8.6,3.6,10.7,20.1,16.264,6.94,4.2,train
1222,2022-02-20 23:00:00,51.7,32.8,94.2,94.0,7.7,106.4,22.8,2.1,9.6,4.026,9.9,4.466,3.1,5.2,3.1,6.5,12.1,9.168,4.03,2.7,train
1223,2022-02-21 00:00:00,30.6,15.5,56.7,45.4,3.3,59.3,11.7,1.1,4.1,2.122,4.3,1.872,1.7,3.3,1.4,3.4,7.0,5.024,2.412,2.3,train
1224,2022-02-21 01:00:00,16.8,7.3,36.6,19.7,1.6,30.3,4.8,0.4,2.1,1.413,2.0,1.236,0.6,0.9,1.0,1.9,3.9,2.084,0.962,0.6,train
1225,2022-02-21 02:00:00,12.8,4.4,28.9,14.0,1.0,23.1,2.7,0.4,1.3,0.434,1.3,0.436,0.8,0.4,0.6,1.1,2.5,1.69,0.549,0.3,train
1226,2022-02-21 03:00:00,11.1,3.4,24.4,12.0,0.9,19.5,1.7,0.1,1.5,0.216,0.7,0.511,0.3,0.2,0.2,0.6,1.8,1.032,0.369,0.4,train
1227,2022-02-21 04:00:00,11.9,2.3,25.3,11.3,0.8,17.5,1.6,0.1,1.0,0.138,0.8,0.187,0.2,0.1,0.1,0.3,2.0,0.707,0.353,0.3,train
1228,2022-02-21 05:00:00,15.2,3.1,24.1,12.3,0.9,18.6,1.5,0.3,1.0,0.246,0.8,0.304,0.3,0.1,0.5,0.5,0.9,1.103,0.548,0.4,train
1229,2022-02-21 06:00:00,23.5,7.7,34.4,21.1,2.3,34.6,4.9,0.7,3.0,0.997,1.6,1.028,1.0,1.1,1.4,1.4,2.8,2.063,0.622,0.8,train
1230,2022-02-21 07:00:00,39.6,19.3,66.4,49.6,5.9,83.8,17.2,2.3,8.9,2.6,5.3,3.438,2.0,3.3,2.2,4.0,8.8,6.652,1.315,2.3,train
1231,2022-02-21 08:00:00,47.7,24.0,81.2,57.9,6.1,102.8,17.2,2.7,8.6,3.09,6.1,4.988,2.6,3.7,2.7,5.4,9.5,7.372,2.112,3.0,train
1232,2022-02-21 09:00:00,47.0,23.2,76.7,48.8,6.1,78.8,15.4,2.6,7.3,2.76,6.2,3.47,1.8,3.4,2.2,4.3,8.5,6.404,3.67,2.6,train
1233,2022-02-21 10:00:00,44.2,20.1,70.5,44.3,5.3,82.3,12.7,2.2,6.0,3.448,6.1,2.508,1.7,2.6,1.8,4.2,7.8,5.424,3.766,2.8,train
1234,2022-02-21 11:00:00,43.2,23.4,71.8,43.9,5.5,86.0,14.6,1.9,7.3,2.716,6.1,2.716,1.9,2.7,1.6,4.6,9.2,5.036,4.026,2.8,train
1235,2022-02-21 12:00:00,44.0,23.2,72.9,44.3,5.5,89.0,14.5,2.2,7.7,2.204,6.3,3.09,1.9,2.6,1.9,4.9,8.4,5.896,3.89,2.6,train
1236,2022-02-21 13:00:00,38.3,17.9,64.0,38.4,4.0,72.4,10.8,1.7,5.4,2.006,5.3,2.256,1.3,2.0,1.2,3.6,6.3,4.936,2.822,2.2,train
1237,2022-02-21 14:00:00,30.3,13.7,55.8,22.6,3.1,55.7,7.4,1.9,4.2,9.84,3.5,1.374,1.2,1.4,1.3,1.9,18.4,2.812,2.27,2.2,train
1238,2022-02-21 15:00:00,29.2,12.2,54.2,23.0,2.8,51.6,6.4,1.2,3.4,1.674,3.0,1.56,1.2,1.1,0.9,1.8,14.6,2.612,1.384,2.1,train
1239,2022-02-21 16:00:00,34.2,14.4,60.1,27.5,3.1,60.6,8.5,1.4,4.3,1.898,4.0,1.596,1.3,1.8,1.4,2.8,4.7,3.104,1.512,1.8,train
1240,2022-02-21 17:00:00,46.3,21.2,73.2,47.1,4.7,83.2,13.5,2.4,6.3,2.962,5.3,2.5,2.4,3.0,1.9,4.9,8.0,5.944,2.676,2.2,train
1241,2022-02-21 18:00:00,51.0,26.4,79.7,61.6,5.9,98.0,17.1,2.8,8.3,3.694,7.0,14.508,2.5,3.1,2.4,6.9,11.1,7.276,4.284,2.4,train
1242,2022-02-21 19:00:00,61.7,29.0,93.1,67.6,7.0,116.5,21.8,3.4,10.0,3.762,8.8,4.91,3.2,3.7,3.2,7.4,11.6,8.628,4.946,2.5,train
1243,2022-02-21 20:00:00,71.2,38.8,111.2,66.4,9.1,146.4,28.4,3.2,11.8,5.066,11.3,6.458,4.5,6.0,3.9,10.4,14.9,13.796,5.928,3.7,train
1244,2022-02-21 21:00:00,74.4,48.3,135.2,85.8,12.1,176.0,36.4,4.8,16.3,7.552,14.2,8.492,5.0,8.9,4.5,10.6,20.1,15.276,7.386,4.3,train
1245,2022-02-21 22:00:00,71.3,46.0,129.8,84.5,11.3,163.2,36.7,5.1,15.5,6.462,13.3,7.756,5.3,8.7,3.9,10.5,19.0,13.49,6.94,4.3,train
1246,2022-02-21 23:00:00,52.7,33.3,97.6,90.7,6.6,105.8,22.9,2.4,10.1,4.234,8.8,5.702,3.8,5.3,3.4,6.9,14.4,9.65,3.38,2.3,train
1247,2022-02-22 00:00:00,30.8,14.4,55.0,45.3,3.4,57.5,11.8,1.0,5.2,2.758,4.7,2.534,1.3,2.2,1.8,3.3,7.7,6.032,5.766,1.4,train
1248,2022-02-22 01:00:00,20.4,8.0,37.0,20.0,1.1,31.5,4.6,0.4,2.4,0.566,2.9,0.89,0.9,0.8,0.8,1.7,2.5,2.289,0.962,0.7,train
1249,2022-02-22 02:00:00,16.0,4.9,27.1,15.6,1.0,23.6,1.8,0.2,1.8,0.478,3.3,0.69,0.3,0.2,0.3,0.8,1.4,0.992,0.549,0.2,train
1250,2022-02-22 03:00:00,13.6,3.3,25.3,12.4,1.0,19.0,1.7,0.3,1.0,0.176,0.8,0.599,0.3,0.3,0.5,0.3,0.8,0.921,0.369,0.2,train
1251,2022-02-22 04:00:00,12.6,3.2,24.5,12.2,1.0,18.3,1.2,0.2,1.5,1.073,0.7,0.251,0.2,0.1,0.1,0.4,1.0,0.777,0.353,0.1,train
1252,2022-02-22 05:00:00,14.0,3.0,23.5,12.5,1.4,20.2,1.5,0.2,1.1,0.246,1.0,0.233,0.3,0.2,0.3,0.4,1.3,1.026,0.548,0.1,train
1253,2022-02-22 06:00:00,22.0,6.8,31.8,20.8,2.4,33.4,4.2,0.8,2.9,0.997,2.1,0.781,0.8,0.6,0.8,1.1,2.6,1.999,0.622,0.9,train
1254,2022-02-22 07:00:00,35.9,18.6,60.8,45.7,5.2,81.4,15.0,2.3,8.8,2.426,5.3,2.864,2.0,3.2,2.0,3.9,9.5,6.388,3.4,2.1,train
1255,2022-02-22 08:00:00,46.3,22.2,80.6,54.1,6.1,101.7,18.0,2.7,9.1,2.81,6.1,3.996,2.5,3.3,2.6,5.1,10.6,7.768,3.14,2.4,train
1256,2022-02-22 09:00:00,45.2,21.0,77.8,46.4,5.8,86.0,15.2,1.8,7.6,2.858,6.6,2.944,1.8,3.1,1.7,5.6,9.3,5.604,2.696,2.1,train
1257,2022-02-22 10:00:00,44.6,19.9,73.8,44.4,4.7,88.6,12.5,2.0,6.6,2.412,5.4,2.974,1.5,2.3,1.4,4.2,8.7,5.308,2.204,2.3,train
1258,2022-02-22 11:00:00,45.3,20.9,75.0,44.9,5.6,87.9,14.6,2.2,6.1,2.642,5.4,3.198,1.7,2.8,1.9,4.7,9.9,5.036,2.568,2.6,train
1259,2022-02-22 12:00:00,45.6,22.4,76.2,45.1,6.1,88.2,15.9,2.1,6.5,2.676,5.2,3.102,1.8,2.8,2.3,5.6,9.8,6.32,3.7,2.8,train
1260,2022-02-22 13:00:00,36.4,17.6,65.5,37.8,3.5,75.4,12.1,1.6,5.4,2.164,4.6,2.786,1.2,1.8,1.4,4.5,7.7,4.352,3.23,1.9,train
1261,2022-02-22 14:00:00,29.6,11.8,56.9,23.0,3.0,56.9,8.0,1.4,4.0,1.556,3.0,1.568,1.3,1.3,1.2,2.8,8.5,2.876,1.802,1.5,train
1262,2022-02-22 15:00:00,28.0,10.8,54.6,23.6,3.0,54.9,7.2,0.9,3.3,0.855,3.0,1.248,1.2,1.5,0.8,2.2,5.6,3.128,1.6,1.7,train
1263,2022-02-22 16:00:00,33.7,14.6,60.2,30.4,2.8,62.4,8.9,1.2,4.5,1.272,3.4,1.34,0.9,1.6,1.0,3.9,7.4,3.384,2.095,1.7,train
1264,2022-02-22 17:00:00,43.2,19.7,74.2,47.6,4.8,83.2,13.5,2.0,6.6,2.592,5.1,1.836,1.8,2.6,1.6,4.7,9.3,5.552,2.696,2.1,train
1265,2022-02-22 18:00:00,52.2,25.0,81.1,60.7,6.1,101.0,16.3,2.5,8.7,3.2,7.6,3.828,2.9,3.5,1.9,6.0,11.2,7.152,3.134,2.7,train
1266,2022-02-22 19:00:00,62.2,31.0,98.6,70.1,7.2,121.2,22.8,2.9,10.1,3.858,8.1,4.668,3.9,4.2,3.1,7.4,11.6,8.588,4.066,3.1,train
1267,2022-02-22 20:00:00,71.6,36.6,112.7,68.4,9.4,150.9,25.9,3.8,13.0,5.898,10.9,6.482,5.4,6.0,4.6,10.1,16.2,11.504,5.172,3.9,train
1268,2022-02-22 21:00:00,73.1,47.5,135.2,86.0,10.3,179.8,37.6,4.2,16.8,8.386,13.7,9.65,4.7,8.4,5.4,11.3,21.5,15.428,7.14,4.2,train
1269,2022-02-22 22:00:00,70.4,45.4,135.2,83.6,11.6,163.7,35.3,5.0,16.3,7.706,14.4,7.788,5.9,8.1,4.5,11.5,20.2,16.364,5.902,4.5,train
1270,2022-02-22 23:00:00,55.3,33.6,95.2,93.0,7.8,106.4,27.2,2.1,10.1,4.454,9.7,5.044,3.5,5.3,3.3,7.6,14.2,9.58,4.366,3.4,train
1271,2022-02-23 00:00:00,32.2,15.5,57.0,43.7,3.7,62.1,10.5,1.0,4.9,2.526,4.7,2.156,2.1,2.1,1.8,3.7,8.1,5.12,2.472,2.1,train
1272,2022-02-23 01:00:00,22.0,7.4,34.7,19.0,1.8,33.4,4.5,0.5,2.2,1.369,2.9,0.571,1.3,1.1,0.6,2.1,2.5,2.732,0.917,0.9,train
1273,2022-02-23 02:00:00,17.0,4.4,26.3,14.6,1.3,21.6,2.6,0.3,1.6,0.422,1.6,0.781,0.4,0.7,0.6,0.7,1.3,1.511,0.638,0.7,train
1274,2022-02-23 03:00:00,15.6,3.1,24.6,12.0,1.0,19.1,1.8,0.2,1.1,0.163,0.7,0.802,0.2,0.2,0.2,0.7,1.1,0.938,0.303,0.6,train
1275,2022-02-23 04:00:00,15.4,3.5,22.8,11.1,0.8,18.2,1.5,0.3,1.3,0.255,0.6,0.504,0.2,0.1,0.1,0.3,1.1,0.682,0.383,0.5,train
1276,2022-02-23 05:00:00,18.0,2.8,23.7,12.0,0.9,19.4,1.5,0.2,1.4,0.137,0.8,0.24,0.3,0.2,0.8,0.4,1.0,0.692,0.481,0.6,train
1277,2022-02-23 06:00:00,24.4,6.8,32.7,20.2,2.2,32.8,3.9,1.2,3.1,0.533,1.8,0.725,0.6,0.8,1.2,1.1,2.7,1.999,1.054,1.4,train
1278,2022-02-23 07:00:00,40.1,19.7,63.6,48.3,5.9,81.4,16.3,2.3,8.8,2.328,4.8,3.16,2.1,3.3,2.0,3.9,9.5,6.388,3.648,3.3,train
1279,2022-02-23 08:00:00,52.6,26.0,84.0,55.9,6.3,106.1,19.0,2.6,10.0,4.07,6.3,4.34,2.6,3.8,2.7,5.3,10.7,7.768,4.13,3.4,train
1280,2022-02-23 09:00:00,51.3,24.5,85.4,50.5,7.1,100.9,16.5,2.5,8.0,3.982,6.3,4.162,2.5,3.0,2.6,4.8,10.7,5.604,3.45,3.0,train
1281,2022-02-23 10:00:00,47.4,23.7,78.6,48.6,6.0,89.9,14.0,2.0,7.3,2.998,6.4,3.394,2.1,2.9,1.3,4.3,8.5,5.308,3.018,2.6,train
1282,2022-02-23 11:00:00,47.0,22.8,81.7,45.8,5.4,96.7,15.5,2.0,6.9,3.288,5.6,4.034,1.7,3.0,1.8,5.2,9.8,5.036,3.074,3.1,train
1283,2022-02-23 12:00:00,49.7,24.4,80.5,47.5,6.3,96.4,15.6,2.0,7.2,3.278,6.9,3.142,2.3,2.6,2.1,5.4,11.0,6.32,3.634,3.3,train
1284,2022-02-23 13:00:00,41.9,20.1,73.6,43.1,5.0,86.2,13.4,1.6,6.5,2.548,6.2,2.952,2.2,2.4,1.9,4.7,10.9,4.352,2.904,2.3,train
1285,2022-02-23 14:00:00,31.8,16.2,61.9,24.7,4.2,66.0,9.2,1.7,4.4,1.54,4.8,2.184,1.4,2.0,1.4,3.0,6.5,2.876,5.942,2.0,train
1286,2022-02-23 15:00:00,72.7,14.0,64.3,26.3,3.7,60.6,8.3,1.2,4.2,1.396,3.5,1.828,1.6,1.6,1.1,2.9,5.8,3.376,1.6,1.7,train
1287,2022-02-23 16:00:00,15.7,15.0,63.4,30.6,3.8,67.6,9.6,0.9,5.3,1.698,3.9,1.804,1.1,1.9,1.2,2.8,6.8,4.716,2.095,1.5,train
1288,2022-02-23 17:00:00,18.4,20.7,72.8,47.9,5.4,87.4,14.9,1.9,7.1,2.598,5.5,2.856,2.3,2.3,1.7,5.0,8.8,5.652,2.24,2.3,train
1289,2022-02-23 18:00:00,90.8,26.3,86.7,65.5,5.8,105.6,20.0,3.2,9.8,13.268,7.2,3.234,2.6,3.6,3.0,6.1,10.3,6.824,13.0,2.5,train
1290,2022-02-23 19:00:00,25.1,31.5,95.9,74.9,7.4,119.7,22.3,3.0,9.9,3.858,8.6,4.27,2.7,4.4,3.6,7.6,12.7,9.176,4.066,2.8,train
1291,2022-02-23 20:00:00,106.3,41.1,112.9,66.2,10.2,148.5,30.2,4.4,12.0,5.898,11.4,6.252,5.1,6.4,4.5,10.0,17.3,14.128,5.172,3.7,train
1292,2022-02-23 21:00:00,107.0,49.3,139.1,83.3,12.2,185.3,42.4,4.6,17.3,7.86,12.9,8.866,5.8,8.4,5.8,12.7,23.4,15.944,7.676,4.9,train
1293,2022-02-23 22:00:00,85.0,50.5,140.0,82.7,13.8,192.0,40.6,5.6,18.2,7.894,14.1,10.05,5.4,10.8,4.6,14.0,22.8,15.896,7.786,4.7,train
1294,2022-02-23 23:00:00,58.7,35.8,114.0,93.8,8.6,119.6,27.0,3.4,12.1,4.812,11.4,7.128,4.5,5.8,4.0,8.5,14.6,12.356,5.296,3.3,train
1295,2022-02-24 00:00:00,35.7,16.6,62.6,70.8,3.8,61.6,15.0,1.3,4.9,2.708,5.4,4.877,2.2,2.7,2.3,5.1,8.2,5.704,1.821,1.9,train
1296,2022-02-24 01:00:00,21.4,8.5,36.8,22.6,1.8,33.9,5.4,0.5,2.3,1.025,2.4,0.571,0.6,1.5,0.7,2.2,3.2,2.292,0.551,0.8,train
1297,2022-02-24 02:00:00,15.0,4.4,28.7,15.7,1.2,23.9,2.2,0.4,1.6,0.486,1.7,0.781,0.8,0.3,0.7,0.9,1.9,1.144,0.717,0.3,train
1298,2022-02-24 03:00:00,12.0,3.3,26.4,13.7,0.9,21.2,1.7,0.3,1.0,0.23,0.8,0.278,0.4,0.2,0.2,0.5,1.0,0.7,0.383,0.2,train
